상품번호,상품명,주성분
A000000212016,에센허브 티트리 수딩 인 카밍 크림 80ml 기획(+크림 30ml),"정제수, 글리세린, 부틸렌글라이콜, 티트리잎수, 카프릴릭/카프릭트라이글리세라이드, 다이카프릴릴카보네이트, 티트리잎추출물, 펜틸렌글라이콜, 1,2-헥산다이올, 라벤더오일, 티트리잎오일, 티트리추출물, 티트리꽃/잎/줄기추출물, 백미꽃추출물, 오렌지껍질오일, 접시꽃추출물, 병풀잎추출물, 유칼립투스잎추출물, 다이글리세린, 하이드로제네이티드폴리데센, 판테놀, 비닐다이메티콘, 카프릴릴메티콘, 폴리메틸실세스퀴옥세인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이메티콘올, 트로메타민, 마데카소사이드, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 하이드로제네이티드레시틴, 소듐파이테이트, 알란토인, 베타-글루칸, 다이포타슘글리시리제이트, 세라마이드엔피, 4-터피네올, 토코페롤, 잔탄검, 리모넨, 리날룰"
A000000255827,[기미톤업/색소침착] 동국제약 멜라-셋 기미 토닝 크림 35g 더블 기획(+기미 와이드 패치 2매입*2ea),"1. 멜라셋 기미 토닝 크림 정제수, 세틸에틸헥사노에이트, 글리세린, 알부틴, 부틸렌글라이콜, 1,2-헥산다이올, 알파-알부틴, 다이메티콘, 세테아릴알코올, 다이카프릴릴카보네이트, 베타인, 세테아릴올리베이트, 메틸트라이메티콘, 솔비탄올리베이트, 폴리솔베이트60, 폴리아크릴레이트-13, 피이지-100스테아레이트, 글리세릴스테아레이트, 솔비탄세스퀴올리에이트, 카보머, 트로메타민, 폴리아이소부텐, 다이메티콘/비닐다이메티콘크로스폴리머, 하이드로제네이티드레시틴, 토코페롤, 판테놀, 프로판다이올, 스핑고모나스발효추출물, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 다이소듐이디티에이, 나이아신아마이드, 트라넥사믹애씨드, 폴리글리세릴-10올리에이트, 레시틴, 엑토인, 폴리글리세릴-10라우레이트, 폴리글리세릴-4카프레이트, 바쿠치올, 마데카식애씨드, 비파나무잎추출물, 아시아티코사이드, 비타민나무열매추출물, 아시아틱애씨드, 스피어민트추출물, 폴리글리세릴-10스테아레이트, 소듐아스코빌포스페이트, 피리독신, 바이오틴, 사이아노코발아민, 티아민에이치씨엘, 리보플라빈, 베타-카로틴 2. 멜라셋 기미 토닝 스팟 패치 스타이렌/아이소프렌코폴리머, 셀룰로오스검, 하이드로제네이티드폴리(C6-20올레핀), 폴리아이소부텐, 나이아신아마이드, 트라넥사믹애씨드, 마그네슘아스코빌포스페이트, 바쿠치올, 마데카소사이드, 아데노신, 병풀추출물"
A000000259386,[웬디PICK] 포들 밤 레티날 모공 리셋 솔루션 캡슐 크림 55g,"[젤] 정제수, 부틸렌글라이콜, 글리세린, 메틸프로판다이올, 나이아신아마이드, 프로판다이올, 글리세릴글루코사이드, 1,2-헥산다이올, 알지닌, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드록시아세토페논, 잔탄검, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 밤껍질추출물(125 ppm) [캡슐] 정제수, 글리세린, 하이드로제네이티드폴리아이소부텐, 세테아릴알코올, 카프릴릭/카프릭트라이글리세라이드, 스쿠알란, 부틸렌글라이콜, 나이아신아마이드, 글리세릴글루코사이드, 다이메티콘, 해바라기씨오일, 1,2-헥산다이올, 세테아릴글루코사이드, 글리세릴스테아레이트, 하이드록시아세토페논, 알지닌, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 돌콩오일, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 글루코오스, 아나토씨오일, 지모뿌리추출물, 토코페롤, 밤껍질추출물(50 ppb), 다이프로필렌글라이콜, 하이드로제네이티드레시틴, 피토스테롤, 세라마이드엔피, 레티닐팔미테이트, 레티놀, 레틴알(0.01 ppb)"
A000000248501,[박희선Pick] 아누아 어성초 77 B3 징크 수딩 크림 80ml 더블 기획 (+튜브 80g),"약모밀꽃/잎/줄기수(77%), 나이아신아마이드(1,000 ppm), 1,2-헥산다이올, 판테놀, 글리세린, 다이프로필렌글라이콜, 부틸렌글라이콜, 소듐시트레이트, 징크피씨에이(10 ppm), 프로판다이올, 트레할로오스, 정제수, 베타인, 잔탄검, 스핑고모나스발효추출물, 에틸헥실글리세린, 시트릭애씨드, 하이드록시프로필사이클로덱스트린, 아데노신, 다이소듐이디티에이, 다이포타슘글리시리제이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 글루코노락톤, 도코사헥사에노익애씨드, 토코페롤, 알란토인, 피리독신에이치씨엘, 카프릴로일살리실릭애씨드, 약모밀소포, 아이소쿼시트린, 쿼세틴"
A000000145333,[산뜻/지성크림] 닥터디퍼런트 113 세콜지 모이스처라이저 100ml,"정제수, 글리세린, 프로판다이올, 나이아산아마이드, 카프릴릭/카프릭트라이글리세라이드, ,12-헥산다이올, 글리세릴스테아레이트에스이, 세테아릴올리베이트, c18-21알케인, 솔비탄세스퀴올리에이트, 솔비탄올리에이트, 카보머, 스테아릭애씨드, 스테아릴알코올, 알지닌, 하이드록시프로필비스팔미타마이드엠이에이, 세틸알코올, 에틸헥실글리세린, 콜레스테롤, 잇꽃씨오일, 아이소머라이즈드리놀레익애씨드, 카프릴릴글라이콜, 데실렌글라이콜, 잔탄검, 올레익애씨드, 미리스틸알코올, 부틸렌글라이콜, 팔미틱애씨드, 토코페롤, 라우릴알코올, 하이드로제네이티드포스파티딜콜린, 리놀레익애씨드, 소듐피씨에이, 세린, 로즈힙열매추출,글라이신, 흰목이버섯폴리사카라이드, 세라마이드엔피, 알라닌, 글루타킥애씨드, 콜레스테릴마카다미에이트, 글라이코스핑고리피드, 피토스핑고신, 수크로오스스테아레이트"
A000000182685,[트러블로션] 에스트라 테라크네365 수딩 액티브 모이스처라이저 60ml,"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 아이소펜틸다이올, 세테아릴알코올, 다이메티콘, 폴리글리세릴-10스테아레이트, 베헤닐알코올, 카보머,다이포타슘글리시리제이트, 포타슘하이드록사이드, 살리실릭애씨드, 다이소듐이디티에이, 에틸헥실글리세린,소듐하이알루로네이트, 징크클로라이드, 토코페롤"
A000000260462,에스트라 아토베리어365 하이드로 수딩크림 80ml,"정제수, 글리세린, 부틸렌글라이콜, 다이메티콘, 스쿠알란, 1,2-헥산다이올, 베타인, 세테아릴알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드로제네이티드쌀겨오일, 하이드로제네이티드레시틴, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 폴리아크릴레이트크로스폴리머-6, 만니톨, 세틸-피지하이드록시에틸팔미타마이드, 스테아릭애씨드, 에틸헥실글리세린, 글리세릴카프릴레이트, 프로판다이올, 글리세릴스테아레이트, 소듐메타포스페이트, 세라마이드엔피, 카보머, 팔미틱애씨드, 실리카, 징크클로라이드, 콜레스테롤, 베타-글루칸, 스핑고리피드, 소듐하이알루로네이트, 하이드록시프로필메틸셀룰로오스, 미리스틱애씨드, 프로필렌글라이콜, 라우릭애씨드, 토코페롤"
A000000126470,[장벽크림] 유세린 울트라 센서티브 리페어 크림 50ml,"[본품] 정제수,글리세린,판테놀,세틸팔미테이트,식물성오일,시어버터,메틸팔미테이트,펜틸렌글라이콜,메틸프로판다이올,소듐폴리아크릴레이트,4-t-부틸사이클로헥산올,소듐하이드록사이드,카프릴릴글라이콜,판토락톤,시트릭애씨드,창과감초뿌리추출물"
A000000251453,[태극제약]도미나스 크림 Rx 20ml,"정제수, 다이프로필렌글라이콜, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 헥실데실에틸헥사노에이트, 판테놀, 프로판다이올, 트라넥사믹애씨드, 글리세린, 트라이에틸헥사노인, 1,2-헥산다이올, 세테아릴알코올, C14-22알코올, 글리세릴스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 만델릭애씨드, 글루타믹애씨드, 유비퀴논, 하이드록시데실유비퀴논, 바쿠치올, 비사보롤, 크리신, 에피갈로카테킨갈레이트, 헥실레조시놀, 하이드록시에틸우레아, 폴리다틴, 다이메티콘, 아스코빌글루코사이드, 세테아릴올리베이트, 피이지-100스테아레이트, 세린, 솔비탄올리베이트, C12-20알킬글루코사이드, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아라키딜알코올, 베헤닐알코올, 포타슘하이드록사이드, 알란토인, 폴리메틸실세스퀴옥세인, 소듐파이루베이트, 트레할로오스, 아라키딜글루코사이드, 다이메티콘올, 카보머, 알지닌, 소듐메타바이설파이트, 잔탄검, 아데노신, 토코페롤, 카프릴릭/카프릭트라이글리세라이드, 트라이소듐이디티에이, 부틸렌글라이콜, 돌콩오일, 티타늄디옥사이드(CI 77891), 마이카, 하이드로제네이티드레시틴, 적색산화철, 폴리글리세릴-10올리에이트, 시스테인에이치씨엘, 베타-글루칸, 만니톨, 수크로오스, 왜당귀뿌리추출물, 삽주뿌리줄기추출물, 스페인감초뿌리추출물, 작약뿌리추출물, 모란뿌리추출물, 피씨에이, 질경이추출물, 복숭아씨추출물, 황금추출물, 시트룰린, 글라이코젠, 히스티딘에이치씨엘, 알라닌, 트레오닌, 라이신에이치씨엘, 향료, 벤질벤조에이트, 리날룰, 하이드록시시트로넬알, 리모넨, 헥실신남알, 시트로넬올"
A000000238669,[장원영PICK] 닥터엘시아 345 릴리프 크림 50ml,"정제수, 티트리잎수, 프로판다이올, 글리세린, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 비닐다이메티콘, C14-22알코올, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 판테놀, 다이카프릴릴카보네이트, 부틸렌글라이콜, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카프릴릴메티콘, 폴리메틸실세스퀴옥세인, C12-20알킬글루코사이드, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리쿼터늄-51, 에틸헥실글리세린, 트로메타민, 소듐하이알루로네이트, 소듐스테아로일글루타메이트, 황련뿌리추출물, 병풀잎수, 베타-글루칸, 레스베라트롤, 하이드롤라이즈드하이알루로닉애씨드, 녹차수, 토코페롤, 마데카소사이드, 소듐디엔에이, 병풀추출물, 세라마이드엔피, 탄닉애씨드, 다이소듐이디티에이, 소듐파이테이트"
A000000218756,[흔적말끔] 라운드랩 소나무 진정 시카 크림 플러스 60ml 기획 (+토너 20ml),"[라운드랩 소나무 진정 시카 크림 플러스 60ml] 1) 1제(내상) 정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 나이아신아마이드, 폴리글리세릴-3다이스테아레이트, 소나무잎추출물 (10,001ppm), 세테아릴알코올, 1,2-헥산다이올, C14-22알코올, 글리세릴스테아레이트, 하이드록시아세토페논, 비닐다이메티콘, 팔미틱애씨드, 알지닌, 카보머, 스테아릭애씨드, 인도멀구슬나무잎추출물, 폴리아크릴레이트-13, C12-20알킬글루코사이드, 글리세릴스테아레이트시트레이트, 에틸헥실글리세린, 인도멀구슬나무꽃추출물, 스핑고모나스발효추출물, 하이드로제네이티드폴리아이소부텐, 아데노신, 호호바씨오일, 데실글루코사이드, 다이소듐이디티에이, 폴리글리세릴-10라우레이트, 베타-시토스테롤, 병풀추출물 (100ppm), 에틸헥실팔미테이트, 카카오추출물, 폴리글리세릴-10스테아레이트, 솔비탄아이소스테아레이트, 하이드로제네이티드레시틴, 녹차추출물, 병풀잎추출물 (21.2ppm), 오카무라큰실말추출물, 흰버드나무껍질추출물, 커피콩추출물, 글루코오스, 베르가모트잎추출물, 글라이코프로테인 (2ppm), 덱스트린, 아시아티코사이드 (0.1ppm), 아시아틱애씨드 (0.1ppm), 마데카식애씨드 (0.1ppm), 마데카소사이드 (0.1ppm) 2) 2제(외상) 정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 나이아신아마이드, 트라이에틸헥사노인, 1,2-헥산다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 세테아릴알코올, 소나무잎추출물 (10,000ppm), 세테아릴올리베이트, 글리세릴스테아레이트, 쿠푸아수씨버터, 비닐다이메티콘, 솔비탄올리베이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알지닌, 카보머, 에틸헥실글리세린, 잔탄검, 아데노신, 솔비탄아이소스테아레이트, 다이소듐이디티에이, 병풀추출물 (100ppm), 글라이코프로테인 (2ppm), 아시아티코사이드 (0.1ppm), 아시아틱애씨드 (0.1ppm), 마데카식애씨드 (0.1ppm), 마데카소사이드 (0.1ppm), 소듐하이알루로네이트, 글루타티온, 하이드로제네이티드레시틴, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 세라마이드엔피, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트 [라운드랩 소나무 진정 시카 토너 20ml] 정제수, 프로판다이올, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 소나무잎추출물 (5,010ppm), 에틸헥실글리세린, 병풀추출물 (60.6ppm), 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 글라이코프로테인 (1.002ppm), 글루코노락톤, 카프릴로일살리실릭애씨드, 소듐시트레이트, 하이드록시아세토페논, 아시아티코사이드 (0.0501ppm), 아시아틱애씨드 (0.0501ppm), 마데카소사이드 (0.0501ppm), 마데카식애씨드 (0.0501ppm), 다이소듐이디티에이, 시트릭애씨드"
A000000242515,[1등 손상장벽] 센텔리안24 마데카 크림 PDRN 기획세트 50ml+15ml ,"정제수, 글리세린, 다이프로필렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 글리세릴스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 나이아신아마이드, 메틸트라이메티콘, 비닐다이메티콘, 세테아릴알코올, 다마스크장미꽃수, 폴리글리세릴-10라우레이트, 소듐디엔에이(2,000 ppm), 마데카식애씨드(1,600 ppm), 아시아티코사이드, 아시아틱애씨드, 병풀추출물, 글루타티온, 카페인, 베타-시토스테롤, 피토스테롤, 다시마추출물, 알로에베라잎추출물, 참마뿌리추출물, 당느릅나무뿌리추출물, 제비꽃꽃추출물, 소듐하이알루로네이트, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트다이메틸실란올, 소듐아세틸레이티드하이알루로네이트, 1,2-헥산다이올, 판테놀, C10-18트라이글리세라이즈, 소듐스테아로일글루타메이트, 소듐폴리아크릴로일다이메틸타우레이트, 부틸렌글라이콜, 호호바에스터, 혼합글리세릴스테아레이트, 하이드록시아세토페논, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세틸알코올, 스테아릴알코올, 베헤닐알코올, 해바라기씨왁스, 황련뿌리추출물, 에틸헥실글리세린, 라벤더오일, 베르가모트오일, 올리브오일, 오렌지껍질오일, 잔탄검, 로즈마리잎오일, 다이소듐이디티에이, 아데노신, 솔비탄아이소스테아레이트, 폴리글리세린-3, 캐모마일꽃오일, 사이아노코발아민, 아스코빅애씨드, 토코페롤, 세라마이드엔피, 글라이코프로테인, 피토스핑고신, 하이드로제네이티드레시틴, 콜라겐아미노산, 하이드롤라이즈드엘라스틴, 아스파틱애씨드, 글라이신, 글루타믹애씨드, 알지닌, 리모넨, 리날룰"
A000000238458,[티벳동생 공동개발] 오아조 더마 테카 카밍 크림 50ml,"정제수, 글리세린, 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 나이아신아마이드, 하이드로제네이티드폴리(C6-14올레핀), C14-22알코올, 스쿠알란, 하이드로제네이티드폴리데센, 판테놀, 비닐다이메티콘, 글리세릴글루코사이드, 에톡시다이글라이콜, C12-20알킬글루코사이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, C12-16알코올, 알란토인, 하이드로제네이티드레시틴, 팔미틱애씨드, 토코페롤, 에틸헥실글리세린, 해바라기씨오일, 옥틸도데카올, 잔탄검, 로즈마리잎오일, 아데노신, 아시아티코사이드(400 ppm), 아시아틱애씨드(300 ppm), 다이소듐이디티에이, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 글라이코리피드, 마데카식애씨드(300 ppm), 글루코오스, C12-13알케스-0, 솔비탄아이소스테아레이트, 백미꽃추출물, 세라마이드엔피, 리모넨, 세틸에틸헥사노에이트, 콜레스테롤, 마카다미아씨오일, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 유채스테롤, 올레익애씨드, 소듐하이알루로네이트, 스테아릭애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 포타슘솔베이트"
A000000192300,[김재원 PICK] 몰바니 볼륨 인크리징 프로틴 크림 100ml,"해수, 메틸프로판다이올, 글리세린, 페닐트라이메티콘, 1,2-헥산다이올, 나이아신아마이드, 다이카프릴릴에터, 다이카프릴릴카보네이트, 사이클로헥사실록세인, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 아이소스테아릴알코올, 부틸렌글라이콜코코에이트, 글리세릴스테아레이트, 다시마추출물, 한련초잎추출물, 꿀풀추출물, 블래더랙추출물, 슈도알테로모나스발효추출물, 하이드로제네이티드레시틴, 정제수, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-10라우레이트, 소듐스테아로일글루타메이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 잔탄검, 초유, 에틸셀룰로오스, 아데노신, 프룩토올리고사카라이드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드, 이노시톨, 프룩탄, 살리실릭애씨드, 소듐살리실레이트, 시트릭애씨드,에틸헥실글리세린"
A000000183498,[올영 단독] 에뛰드 순정 수분 베리어 크림 75ml 트리오 기획 (75ml X 3EA),"정제수, 글리세린, 프로판다이올, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 판테놀, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리메틸실세스퀴옥세인, 글리세릴스테아레이트시트레이트, 카보머, C14-22알코올, 글리세릴스테아레이트, 아라키딜알코올, 글리세릴카프릴레이트, 베헤닐알코올, 트로메타민, C12-20알킬글루코사이드, 에틸헥실글리세린, 부틸렌글라이콜, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 아라키딜글루코사이드, 알란토인, 마데카소사이드, 황금추출물, 토코페롤, 녹차추출물"
A000000247713,[흔적케어]브링그린 징크테카 리페어 흔적 크림 80ml (콜라보/기획),"정제수, 다이프로필렌글라이콜, 시어버터, 하이드로제네이티드폴리(C6-14올레핀), 팔미틱애씨드, 스테아릭애씨드, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 비닐다이메티콘, 코코넛야자씨버터, 다이메티콘/비닐다이메티콘크로스폴리머, 베타인, 세테아릴글루코사이드, 세테아릴알코올, 다이카프릴릴에터, 글리세릴스테아레이트에스이, 소듐폴리아크릴레이트, 소듐스테아로일글루타메이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 하이드록시아세토페논, 마데카식애씨드(1,470ppm), 아시아티코사이드(1,202ppm), 에틸헥실글리세린, 소듐카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-10미리스테이트, 부틸렌글라이콜, 잔탄검, 징크피씨에이(500ppm), 병풀추출물, 아시아틱애씨드(334ppm), 다이소듐이디티에이, 폴리솔베이트60, 솔비탄아이소스테아레이트, 하이드로제네이티드레시틴, 무화과추출물, 마카다미아씨오일, 세라마이드엔피, 알지닌, 카보머, 토코페롤, 피토스핑고신, 참마뿌리추출물, 판테놀, 몰로키아잎추출물, 연꽃뿌리추출물, 오크라열매추출물, 신선초추출물"
A000000212724,[흔적수분크림] 듀이트리 AC 딥 흔적 진정 크림 60ml,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 다이카프릴릴에터, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 판테놀, 알지닌, 베타인, 트레할로오스, 에틸헥실글리세린, 잔탄검, 카프릴릭/카프릭트라이글리세라이드, 병풀추출물, 아데노신, 다이소듐이디티에이, 글리세린, 인도멀구슬나무잎추출물, 폴리쿼터늄-51, 인도멀구슬나무꽃추출물, 알로에베라잎추출물, 참마뿌리추출물, 다시마추출물, 당느릅나무뿌리추출물, 제비꽃꽃추출물, 페퍼민트오일, 3-O-에틸아스코빅애씨드, 아스코빅애씨드, 하이드로제네이티드레시틴, 멘틸락테이트, 자작나무수액, 에틸멘탄카복사마이드, 아이비고드열매추출물, 메틸다이아이소프로필프로피온아마이드, 시어버터, 백미꽃추출물, 올리브오일, 호박가루, 황련뿌리추출물, 가지열매추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 드럼스틱씨오일, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 세라마이드엔피, 라임추출물, 글라이코리피드, 페퍼민트추출물, 소듐하이알루로네이트, 폴리글리세릴-3다이스테아레이트, 글루타티온, 글리세릴스테아레이트시트레이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 티트리잎추출물, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 펜틸렌글라이콜, 아시아틱애씨드, 아시아티코사이드, 마데카식애씨드, 마데카소사이드, 포타슘하이알루로네이트"
A000000256802,[카니PICK/속수분크림] 웰라쥬 리얼 히알루로닉 수딩 크림 80ml 기획(+20ml),"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 하이드로제네이티드다이데센, 판테놀, 세테아릴알코올, 세틸에틸헥사노에이트, 트레할로오스, 메틸트라이메티콘, 비닐다이메티콘, 올리브오일폴리글리세릴-6에스터, 알지닌, 카보머, 소듐스테아로일락틸레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 하이드록시아세토페논, 에틸헥실글리세린, 알란토인, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 다이소듐이디티에이, 소듐폴리아크릴레이트, 피브이엠/엠에이코폴리머, 솔비탄아이소스테아레이트, 말라카이트추출물, 소듐디엔에이, 프로판다이올, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드(1ppm), 다이메틸아이소소바이드, 하이드로제네이티드레시틴, 소듐하이알루로네이트크로스폴리머(0.1981ppm), 시트릭애씨드, 카프릴릭/카프릭트라이글리세라이드, 수크로오스라우레이트, 올레일알코올, 소듐스테아로일글루타메이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글라이신, 세린, 히스티딘, 돌콩추출물, 리솔레시틴, 플로레틴, 테트라하이드로피페린, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트(0.52ppb), 하이드록시프로필트라이모늄하이알루로네이트(0.012ppb), 하이알루로닉애씨드(0.001ppb), 소듐아세틸레이티드하이알루로네이트(0.0002ppb)"
A000000185456,[수분톤업/화잘먹 톤프렙] 나인위시스 비건 화이트 톤업 크림 50ml,"해수,정제수,사이클로펜타실록세인,에칠헥실 메톡시신나메이트,사이클로헥사실록세인,페닐 트라이메티콘,부틸렌글라이콜,카프릴릭/카프 릭트라이글리세라이드,프로필렌글라이콜다이 카프릴레이트,세틸피이지/피피지-10/1다이메 티콘,티타늄디옥사이드,나이아신아마이드,피 이지-10다이메티콘,글리세린,폴리글리세릴-4 아이소스테아레이트,소듐클로라이드,1,2-헥산 다이올,카프릴릴글라이콜,금송뿌리추출물,호 호바씨오일,스페인감초뿌리추출물,펜틸렌글라 이콜,검은깨추출물,고삼뿌리추출물,라케모사 승마뿌리추출물,뽕나무껍질추출물,작약뿌리추 출물,진흙버섯추출물,참당귀뿌리추출물,하수 오뿌리추출물,황금추출물,루이보스추출물,소 듐하이알루로네이트,알란토인,에틸헥실글리세 린,아데노신,다이포타슘글리시리제이트,하이 알루로닉애씨드,하이드롤라이즈드소듐하이알 루로네이트,하이드롤라이즈드하이알루로닉애 씨드,하이드롤라이즈드글라이코사미노글리칸, 다이메틸실란올하이알루로네이트,소듐아세틸 레이티드하이알루로네이트,소듐하이알루로네 이트크로스폴리머,하이드록시프로필트라이모 늄하이알루로네이트,모하비유카뿌리추출물,몰 약수지추출물,소엽잎추출물"
A000000238594,[남자올인원] 우노 크림 퍼펙션 90g,"정제수, 다이프로필렌글라이콜, 글리세린, 다이메티콘, 아가, 피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에터, 페녹시에탄올, 메틸파라벤, 카보머, 소듐시트레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 포타슘하이드록사이드, 다이소듐이디티에이, 향료, 피이지-10다이메티콘, 시트릭애씨드, 소듐메타바이설파이트, 아이소세테스-10, 부틸렌글라이콜, 비에이치티, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트, 올리브나무잎추출물, 하이드롤라이즈드콘키올린단백질, 소듐바이카보네이트, 실리카, 타마린드씨검, 락틱애씨드, 토코페롤, 글루코오스, 리날룰, 리모넨, 벤질벤조에이트"
A000000212570,바이오더마 시카비오 크림+ 100ml 기획 (크림 + 40ml 본품 추가 증정),"정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 폴리글리세릴-3폴리리시놀리에이트, 유채씨오일, 부틸렌글라이콜, 타피오카전분, 하이드로제네이티드유채씨오일, 자일로오스, 폴리글리세릴-3다이아이소스테아레이트, 호호바씨오일, 마그네슘설페이트, 펜틸렌글라이콜, 스쿠알란, 1,2-헥산다이올, 카프릴릴글라이콜, 소듐폴리글루타메이트, 소듐시트레이트, 잔탄검, 소듐하이알루로네이트, 토코페롤, 만니톨, 람노오스, 자일리톨, 아세틸다이펩타이드-1세틸에스터, 해바라기씨오일, 시트릭애씨드, 프룩토올리고사카라이드"
A000000251274,[손상/장벽 리페어] 아벤느 시칼파트 플러스 S.O.S 크림 100ml 2입 기획(딥모100ml+헤어핀),"온천수 (아벤느 온천수), 카프릴릭/카프릭트라이글리세라이드, 미네랄오일, 글리세린, 하이드로제네이티드식물성오일, 징크옥사이드, 프로필렌글라이콜, 폴리글리세릴-2세스퀴이소스테아레이트, 피이지-22/도데실글라이콜코폴리머, 아쿠아필루스 돌로미아이발효여과물, 마그네슘스테아레이트, 비즈왁스, 마이크로크리스탈린왁스, 알루미늄스테아레이트, 카퍼설페이트, 마그네슘설페이트, 징크설페이트, 알지닌, 트로메타민"
